ID,Category,Subcategory,Stratum,Frequency,Word,Auditory,Visual,Haptic,Gustatory,Olfactory,Interoceptive,Dominant_modalities,Dominant_modality,Maximum_perceptual_strength,Iconicity,Modality_exclusivity
332,Verb,NA,Native,63451,yaru,3.1,3.4,2.4,0.6,0.7,3.3,Visual,Visual,3.4,2.214285714,20.74074074
331,Noun,NA,Native,16148,mono,2,4.333333333,4,1.416666667,1.666666667,1.833333333,Visual,Visual,4.333333333,2.214285714,19.12568306
131,Adjective,NA,Native,399,kimazui,1.6,2.5,1,0.5,1,3.7,Interoceptive,Interoceptive,3.7,2.222222222,31.06796117
330,Function_word,NA,Native,"55,566",rareru,2.1,3.1,2,0.7,0.4,2.1,Visual,Visual,3.1,2.222222222,25.96153846
328,Noun,NA,Native,11155,hikari,0.4,4.2,0.9,0.2,0.5,1,Visual,Visual,4.2,2.25,55.55555556
329,Noun,NA,Native,22050,saki,1.454545455,3.181818182,2.272727273,0.454545455,0.636363636,2.636363636,Visual,Visual,3.181818182,2.25,25.64102564
327,Adjective,NA,Native,2035,subayai,3.2,4.6,2.9,0.1,0.3,4,Visual,Visual,4.6,2.272727273,29.8013245
326,Verb,NA,Native,12253,sugiru,2.090909091,4,0.818181818,1.090909091,1.363636364,3.454545455,Visual,Visual,4,2.277777778,24.82269504
130,Adjective,NA,Native,755,majikana,1.5,3.2,1.6,0.2,0.8,3.2,Interoceptive,Interoceptive,3.2,2.285714286,28.57142857
324,Verb,NA,Native,13307,noru,1.272727273,3.818181818,2.727272727,0.090909091,0.545454545,3.363636364,Visual,Visual,3.818181818,2.3,31.53846154
325,Function_word,NA,Native,11555,yatsu,2.181818182,3.454545455,1.090909091,0.090909091,1.272727273,1.818181818,Visual,Visual,3.454545455,2.3,33.94495413
323,Verb,NA,Native,8448,fukumeru,1.636363636,2.363636364,1.454545455,1.272727273,1.181818182,1.454545455,Visual,Visual,2.363636364,2.3,12.62135922
19,Ideophone,N-suffixed,Ideophonic,29,petan,3.4,3.2,2.8,0.6,0.5,3.2,Auditory,Auditory,3.4,2.307692308,21.16788321
129,Adjective,NA,Native,27036,tsuyoi,1.8,2.3,2.3,0.9,0.7,2.6,Interoceptive,Interoceptive,2.6,2.3125,17.9245283
18,Noun,NA,Native,9069,mimi,4.363636364,3,3.090909091,0.090909091,0.545454545,3,Auditory,Auditory,4.363636364,2.333333333,30.32258065
321,Function_word,NA,Native,47725,boku,3.181818182,3.454545455,1.818181818,0.818181818,1.363636364,1.909090909,Visual,Visual,3.454545455,2.333333333,21.01449276
322,Verb,NA,Native,6463,dekakeru,1.7,3.2,2.4,0.5,1.4,3,Visual,Visual,3.2,2.333333333,22.13114754
71,Verb,NA,Native,9011,hiku,0.909090909,2.909090909,3,0.181818182,0.454545455,2.818181818,Haptic,Haptic,3,2.352941176,27.43362832
320,Noun,NA,Native,17024,haha,3.363636364,3.727272727,2.454545455,1.727272727,2.181818182,2.545454545,Visual,Visual,3.727272727,2.357142857,12.5
70,Adjective,NA,Loaned,5406,sofutona,1.230769231,2,3.615384615,1.615384615,1.076923077,2.461538462,Haptic,Haptic,3.615384615,2.363636364,21.15384615
319,Noun,NA,Native,5252,sakura,1.416666667,4.5,2.5,1.333333333,2.75,2.25,Visual,Visual,4.5,2.363636364,21.46892656
69,Verb,NA,Native,5759,matomeru,0.7,2.3,2.7,0.5,0.2,1.6,Haptic,Haptic,2.7,2.363636364,31.25
211,Adjective,NA,Native,14583,omoi,2,3.454545455,3.909090909,1.090909091,1.181818182,3.909090909,"Haptic, Interoceptive",NA,3.909090909,2.375,18.12865497
17,Ideophone,Reduplicated,Ideophonic,13,kishikishi,4.4,2.3,4,1.3,0.1,3.7,Auditory,Auditory,4.4,2.384615385,27.21518987
318,Adjective,NA,Native,435,kiyoi,2.363636364,3.727272727,1.363636364,0.727272727,1.363636364,2.545454545,Visual,Visual,3.727272727,2.384615385,24.81203008
16,Verb,NA,Native,55020,kiku,5,1.083333333,0.5,0.083333333,0.166666667,2.916666667,Auditory,Auditory,5,2.388888889,50.42735043
316,Verb,NA,Native,4033,tsutawaru,4.1,4.2,4,2.6,2.3,3.8,Visual,Visual,4.2,2.4,9.047619048
317,Noun,NA,Native,17435,yoru_night,2,4.636363636,0.545454545,0.545454545,1.272727273,3.181818182,Visual,Visual,4.636363636,2.4,33.58208956
344,Ideophone,Reduplicated,Ideophonic,40,chirochiro,2.230769231,2.307692308,1.384615385,0.615384615,0.615384615,1.538461538,Visual,Visual,2.307692308,2.133333333,19.46902656
315,Verb,NA,Native,5462,nagameru,0.4,5,0.3,0,0.2,1.6,Visual,Visual,5,2.4,66.66666667
313,Function_word,NA,Native,"33,034",doko,2.538461538,3.461538462,1.384615385,0.615384615,1.384615385,2.615384615,Visual,Visual,3.461538462,2.421052632,23.71794873
312,Adjective,NA,Native,5342,yowai,3,3.636363636,3.272727273,2,1.727272727,3.181818182,Visual,Visual,3.636363636,2.428571429,11.35135135
311,Verb,NA,Native,17903,tatsu,2.272727273,4.727272727,2.727272727,0.636363636,0.545454545,2.909090909,Visual,Visual,4.727272727,2.428571429,30.2631579
310,Noun,NA,Native,15823,mise,1.7,3.8,0.8,2,1.4,1.4,Visual,Visual,3.8,2.444444444,27.02702703
128,Adjective,NA,Native,12472,tanoshii,3.818181818,4,3,2.545454545,2.181818182,4.181818182,Interoceptive,Interoceptive,4.181818182,2.454545455,10.13824885
309,Noun,NA,Loaned,5168,purasu,2.2,3.1,1.3,0.5,0.4,3,Visual,Visual,3.1,2.454545455,25.71428571
307,Noun,NA,Native,10282,kuro,0.9,4.9,0.5,0.9,0.8,2.2,Visual,Visual,4.9,2.5,43.1372549
308,Verb,NA,Native,2094,mimamoru,0.8,4,0.7,0,0,1.3,Visual,Visual,4,2.5,58.82352941
126,Adjective,NA,Native,705,mijimena,1.923076923,2.307692308,1.076923077,0.692307692,0.769230769,2.769230769,Interoceptive,Interoceptive,2.769230769,2.5,21.77419355
127,Ideophone,N-suffixed,Ideophonic,24,shobon,2.3,2.1,0.6,0.1,0.1,2.9,Interoceptive,Interoceptive,2.9,2.5,34.56790123
68,Noun,NA,Native,11112,tsuchi,1,4.181818182,4.272727273,0.454545455,3.272727273,1.545454545,Haptic,Haptic,4.272727273,2.526315789,25.92592592
210,Adjective,NA,Native,7413,sukina,3.818181818,4.181818182,3.545454545,4.090909091,3.272727273,4.181818182,"Visual, Interoceptive",NA,4.181818182,2.538461538,3.937007874
305,Adjective,NA,Native,19634,hayai,2.909090909,4.090909091,1.909090909,0.636363636,1.090909091,3.909090909,Visual,Visual,4.090909091,2.538461538,23.75
125,Adjective,NA,Native,1713,kuyashii,2.166666667,2.583333333,0.833333333,0.5,0.166666667,4.25,Interoceptive,Interoceptive,4.25,2.538461538,38.88888889
306,Adjective,NA,Native,10769,hiroi,1.9,4.3,1.5,0,0.4,2.9,Visual,Visual,4.3,2.538461538,39.09090909
303,Adjective,NA,Native,7518,hidoi,1.2,3.1,1,1.5,1.1,2.7,Visual,Visual,3.1,2.545454545,19.81132075
304,Noun,NA,Native,6309,minami,1.3,4.1,1.4,0.8,0.9,2.5,Visual,Visual,4.1,2.545454545,30
302,Noun,NA,Native,9191,natsu,3,4.076923077,2.153846154,2.307692308,2.461538462,4,Visual,Visual,4.076923077,2.555555556,10.68376068
301,Verb,NA,Native,5412,furu,2.6,3.4,3.3,0.6,0.6,2.2,Visual,Visual,3.4,2.555555556,22.04724409
124,Verb,NA,Native,19233,mitomeru,2.363636364,2.909090909,1.090909091,0.363636364,0.454545455,3.545454545,Interoceptive,Interoceptive,3.545454545,2.555555556,29.66101694
123,Adjective,NA,Native,581,medetai,2.545454545,2.727272727,1.272727273,0.727272727,0.545454545,2.909090909,Interoceptive,Interoceptive,2.909090909,2.555555556,22.03389831
299,Adjective,NA,Native,3892,migotona,3,4.2,2.2,2,1.4,3.2,Visual,Visual,4.2,2.5625,17.5
300,Verb,NA,Native,141739,miru,1.454545455,4.909090909,0.909090909,1,1.181818182,3.181818182,Visual,Visual,4.909090909,2.5625,31.65467626
122,Verb,NA,Native,3609,takamaru,2.909090909,3.545454545,2.363636364,1.909090909,2.181818182,4,Interoceptive,Interoceptive,4,2.571428571,12.3655914
39,Verb,NA,Native,19749,nomu,1.6,2.8,2.2,4.5,2,3.7,Gustatory,Gustatory,4.5,2.583333333,17.26190476
298,Verb,NA,Native,8137,tomeru,2.3,3.2,2.2,0.6,0.5,2.5,Visual,Visual,3.2,2.6,23.89380531
121,Adjective,NA,Native,8042,yasashii,3,3.727272727,2.636363636,1.636363636,1.363636364,3.727272727,Interoceptive,Interoceptive,3.727272727,2.625,14.68926553
120,Verb,NA,Native,13168,kimeru,1.3,1.6,1.3,1.2,0.7,3.4,Interoceptive,Interoceptive,3.4,2.625,28.42105263
297,Verb,NA,Native,13114,sadameru,1.4,2.4,0.5,0.1,0.2,1.3,Visual,Visual,2.4,2.625,38.98305085
294,Verb,NA,Native,36923,kaku,1.727272727,4.272727273,3.454545455,0,0.181818182,3.181818182,Visual,Visual,4.272727273,2.642857143,33.33333333
295,Function_word,NA,Native,55410,koko,2.181818182,3.818181818,1.727272727,1.090909091,1.181818182,2,Visual,Visual,3.818181818,2.642857143,22.72727273
296,Noun,NA,Native,11672,moji,1.545454545,4.636363636,1.363636364,0.090909091,0.181818182,1.454545455,Visual,Visual,4.636363636,2.642857143,49.01960784
67,Verb,NA,Native,5321,sodateru,2,3.5,3.8,1.2,1.6,3.5,Haptic,Haptic,3.8,2.666666667,16.66666667
118,Verb,NA,Native,2092,kurushimu,2.1,3.1,1.4,0.9,1.2,4.3,Interoceptive,Interoceptive,4.3,2.666666667,26.15384615
119,Ideophone,Ri-suffixed,Ideophonic,57,yururi,1.2,1.9,1,0.4,0.1,2.3,Interoceptive,Interoceptive,2.3,2.666666667,31.88405797
293,Verb,NA,Native,3984,hirogeru,1.5,3.9,2,0.2,0.6,2.4,Visual,Visual,3.9,2.692307692,34.90566038
66,Verb,NA,Native,10881,mamoru,1.4,2.7,2.9,0.4,1,1.9,Haptic,Haptic,2.9,2.714285714,24.27184466
15,Noun,NA,Native,37541,kotoba,4.545454545,3.636363636,1.090909091,1.181818182,1.090909091,2,Auditory,Auditory,4.545454545,2.727272727,25.5033557
117,Verb,NA,Native,4148,nareru,2,2.666666667,2.166666667,1.916666667,1.75,4.083333333,Interoceptive,Interoceptive,4.083333333,2.727272727,16
14,Ideophone,Reduplicated,Ideophonic,16,potopoto,3.4,3,2.6,0.8,0.7,2.3,Auditory,Auditory,3.4,2.75,21.09375
292,Noun,NA,Native,10084,chikaku,3.2,3.5,2.5,0.4,2.1,3,Visual,Visual,3.5,2.769230769,21.08843537
116,Adjective,NA,Native,6081,samui,1.2,2.7,2.8,0.6,1.2,3.6,Interoceptive,Interoceptive,3.6,2.769230769,24.79338843
291,Verb,NA,Native,2059,fukuramu,1.6,3.7,3.6,0.6,0.5,2.7,Visual,Visual,3.7,2.785714286,25.19685039
13,Ideophone,Reduplicated,Ideophonic,47,kerakera,3,2.6,0.1,0.1,0.1,2.6,Auditory,Auditory,3,2.785714286,34.11764706
115,Adjective,NA,Native,8413,kibishii,1.6,2.1,0.4,0.1,0.5,2.6,Interoceptive,Interoceptive,2.6,2.8,34.24657534
290,Adjective,NA,Native,2739,futoi,0.7,4.1,3.7,0.6,0.3,3,Visual,Visual,4.1,2.818181818,30.64516129
65,Adjective,NA,Native,2470,surudoi,2.9,3.9,4.6,1.6,2.6,3.2,Haptic,Haptic,4.6,2.823529412,15.95744681
289,Noun,NA,Native,19152,hana,0.8,4.3,3.2,0.8,3.6,1.6,Visual,Visual,4.3,2.857142857,24.47552448
114,Adjective,NA,Native,493,nezuyoi,0.7,2.2,0.9,0.4,0.5,2.4,Interoceptive,Interoceptive,2.4,2.875,28.16901408
260,Ideophone,Reduplicated,Ideophonic,13,chokichoki,3.636363636,3.909090909,2.727272727,0,0.272727273,3.272727273,Visual,Visual,3.909090909,3.538461538,28.28947368
12,Ideophone,Reduplicated,Ideophonic,24,pokipoki,4.3,2.9,4.2,1.1,0.1,3.4,Auditory,Auditory,4.3,2.904761905,26.25
113,Adjective,NA,Native,1288,suzushii,2.363636364,3,4,1.363636364,0.818181818,4.181818182,Interoceptive,Interoceptive,4.181818182,2.909090909,21.38728324
64,Adjective,NA,Native,619,hiratai,0.4,4.1,4.3,1.8,0.7,2.4,Haptic,Haptic,4.3,2.909090909,28.46715328
112,Adjective,NA,Native,12095,damena,2.5,2.583333333,1.5,1.333333333,1.666666667,3.5,Interoceptive,Interoceptive,3.5,2.909090909,16.56050956
238,Ideophone,CVCCVri,Ideophonic,573,choppiri,1.9,2.5,1.3,1.8,1.7,1.9,Visual,Visual,2.5,NA,10.81081081
286,Function_word,NA,Native,"194,547",kore,2.454545455,2.818181818,2,0.727272727,1.272727273,1.727272727,Visual,Visual,2.818181818,2.95,19.00826446
283,Adjective,NA,Native,3457,hosoi,1,4.7,4.4,0.5,0.5,3.3,Visual,Visual,4.7,3,29.16666667
281,Adjective,NA,Native,942,dekai,2.2,4.6,2.4,0.4,0.6,2.8,Visual,Visual,4.6,3,32.30769231
282,Noun,NA,Native,65822,hoka,2.6,3.1,1.5,1.5,1.6,1.4,Visual,Visual,3.1,3,14.52991453
284,Adjective,NA,Native,620,minikui,1.7,4.8,1.2,0.3,0.8,2.3,Visual,Visual,4.8,3,40.54054054
11,Adjective,NA,Native,2152,kasukana,2.5,1.9,1.8,1.9,2.1,1.5,Auditory,Auditory,2.5,3,8.547008547
285,Noun,NA,Native,27752,tsugi,1.6,2.5,0.6,0.2,0.1,1.9,Visual,Visual,2.5,3,34.7826087
110,Ideophone,Q-suffixed,Ideophonic,7,bikuQ,1.4,2.3,3.1,0.4,0.7,3.7,Interoceptive,Interoceptive,3.7,3.052631579,28.44827586
111,Ideophone,Reduplicated,Ideophonic,10,gujiguji,2.1,2.3,1.9,1,0.9,2.5,Interoceptive,Interoceptive,2.5,3.052631579,14.95327103
280,Noun,NA,Native,14660,shiro,1.272727273,5,0.727272727,0.909090909,0.727272727,0.818181818,Visual,Visual,5,3.071428571,45.1923077
278,Verb,NA,Native,13075,kiru_cut,3.2,3.8,3.5,0.3,0.7,1.9,Visual,Visual,3.8,3.083333333,26.11940299
279,Adjective,NA,Native,8692,shiroi,0.8,4.7,1,0.9,0.5,1,Visual,Visual,4.7,3.083333333,47.19101124
277,Function_word,NA,Native,"124,783",dake,1.1,1.5,0.3,0.2,0.3,1.4,Visual,Visual,1.5,3.090909091,27.08333333
109,Ideophone,N-suffixed,Ideophonic,110,pokan,1,3.1,1.1,0.3,0.2,3.3,Interoceptive,Interoceptive,3.3,3.1,34.44444444
38,Adjective,NA,Native,821,nigai,1.2,2.5,0.9,4.5,3.1,3.5,Gustatory,Gustatory,4.5,3.117647059,22.92993631
63,Adjective,NA,Native,7970,karui,1.384615385,2.384615385,3.538461538,1.384615385,0.923076923,3.076923077,Haptic,Haptic,3.538461538,3.125,20.6060606
276,Adjective,NA,Native,2481,marui,0.692307692,4.307692308,3.384615385,1,0.461538462,1.923076923,Visual,Visual,4.307692308,3.142857143,32.67973856
275,Adjective,NA,Native,4771,semai,0.6,4.3,2,0,0,2.9,Visual,Visual,4.3,3.181818182,43.87755102
62,Ideophone,Reduplicated,Ideophonic,480,butsubutsu,2.181818182,3.818181818,4.636363636,1.727272727,0.545454545,3.454545455,Haptic,Haptic,4.636363636,3.2,25
274,Verb,NA,Native,5435,tobu,2.1,4.3,1.6,0.2,0.3,2.4,Visual,Visual,4.3,3.2,37.6146789
396,Ideophone,Reduplicated,Ideophonic,11,debudebu,1.5,4,2.7,0.4,0.9,2.2,Visual,Visual,4,1.65,30.76923077
273,Adjective,NA,Native,38608,takai,1.5,4.2,1,0,0.6,3,Visual,Visual,4.2,3.230769231,40.77669903
239,Ideophone,CVCCVri,Ideophonic,307,gakkari,3.1,4.1,1.4,2.2,1.6,3.8,Visual,Visual,4.1,NA,16.66666667
270,Adjective,NA,Native,1082,kashikoi,1.9,2.7,0.5,0.8,0.6,1.7,Visual,Visual,2.7,3.230769231,26.82926829
271,Adjective,NA,Sino-Japanese,3849,mudana,1.2,2.8,0.6,0.7,0.6,2.3,Visual,Visual,2.8,3.230769231,26.82926829
268,Verb,NA,Native,7826,nagareru,3.7,4.6,3.7,1.5,1.3,2.2,Visual,Visual,4.6,3.25,19.41176471
61,Adjective,NA,Native,3112,katai,2.363636364,3.454545455,4.909090909,2,0.454545455,2.818181818,Haptic,Haptic,4.909090909,3.272727273,27.84090909
10,Ideophone,Reduplicated,Ideophonic,41,boribori,3.7,2.1,3,1.6,0.4,2.3,Auditory,Auditory,3.7,3.294117647,25.19083969
383,Ideophone,N-suffixed,Ideophonic,197,garan,2.538461538,3.538461538,1.307692308,0.307692308,0.923076923,2,Visual,Visual,3.538461538,1.75,30.4347826
266,Verb,NA,Native,4180,kasaneru,2.2,4,3.5,1.7,0.7,2.8,Visual,Visual,4,3.3,22.14765101
367,Ideophone,Ri-suffixed,Ideophonic,210,garari,1.454545455,3.545454545,0.727272727,0.636363636,0.545454545,1.727272727,Visual,Visual,3.545454545,1.888888889,34.73684211
8,Ideophone,Reduplicated,Ideophonic,40,kachakacha,4.2,2,2.3,0,0,1.9,Auditory,Auditory,4.2,3.333333333,40.38461538
9,Function_word,NA,Native,"16,751",nomi,2.181818182,1.818181818,1.090909091,0.818181818,0.818181818,1.818181818,Auditory,Auditory,2.181818182,3.333333333,15.95744681
108,Ideophone,Ri-suffixed,Ideophonic,66,dokiri,3,2.9,2.3,0.4,0.6,4.7,Interoceptive,Interoceptive,4.7,3.357142857,30.9352518
264,Verb,NA,Native,7570,tateru,2.2,4.3,3.4,0.9,0.5,3.2,Visual,Visual,4.3,3.384615385,26.20689655
263,Verb,NA,Native,2433,tobidasu,2.6,4.6,3.2,0.5,0.3,3.3,Visual,Visual,4.6,3.4,29.65517241
7,Ideophone,N-suffixed,Ideophonic,56,gatan,4.6,2.3,2.3,0.1,0,1.3,Auditory,Auditory,4.6,3.411764706,43.39622642
60,Ideophone,Reduplicated,Ideophonic,61,fusafusa,1.909090909,3.727272727,4.090909091,0.454545455,0.363636364,2,Haptic,Haptic,4.090909091,3.416666667,29.71014492
59,Ideophone,Reduplicated,Ideophonic,201,dorodoro,1.5,3,3.9,1.9,1.1,2.4,Haptic,Haptic,3.9,3.428571429,20.28985507
265,Ideophone,Reduplicated,Ideophonic,10,gushogusho,2.181818182,4.454545455,4.272727273,0.909090909,1.545454545,2.818181818,Visual,Visual,4.454545455,3.333333333,21.91011236
262,Adjective,NA,Native,885,mabushii,0.4,4.8,0.7,0.2,0.7,2.8,Visual,Visual,4.8,3.444444444,47.91666667
58,Ideophone,Reduplicated,Ideophonic,25,togetoge,1,3.727272727,4.636363636,0.636363636,0.545454545,3.272727273,Haptic,Haptic,4.636363636,3.454545455,29.60526316
6,Ideophone,Reduplicated,Ideophonic,6,bachabacha,4.9,3.9,3.8,0.6,0.2,3.4,Auditory,Auditory,4.9,3.5,27.97619048
314,Ideophone,Ri-suffixed,Ideophonic,34,harari,2,3.4,2.1,0.1,0.2,2,Visual,Visual,3.4,2.4,33.67346939
107,Adjective,NA,Native,12723,sugoi,3.454545455,3.636363636,2.363636364,2.181818182,1.909090909,4.272727273,Interoceptive,Interoceptive,4.272727273,3.571428571,13.26530612
106,Adjective,NA,Native,2132,nemui,1.363636364,2.545454545,1.363636364,0.363636364,0.545454545,4.818181818,Interoceptive,Interoceptive,4.818181818,3.583333333,40.49586776
105,Ideophone,Ri-suffixed,Ideophonic,40,hiyari,1,2.8,3.9,3.4,1.3,4,Interoceptive,Interoceptive,4,3.615384615,18.29268293
240,Ideophone,CVCCVri,Ideophonic,1468,jikkuri,3,4.3,3.1,3,1.6,2.5,Visual,Visual,4.3,NA,15.42857143
57,Ideophone,Reduplicated,Ideophonic,62,nebaneba,1.615384615,3.846153846,4.076923077,2.307692308,1.230769231,3,Haptic,Haptic,4.076923077,3.733333333,17.70334928
5,Ideophone,Reduplicated,Ideophonic,38,dotadota,3.7,2.6,0.5,0.1,0.2,1.5,Auditory,Auditory,3.7,3.777777778,41.86046512
56,Ideophone,Ri-suffixed,Ideophonic,47,tsururi,1.818181818,3.090909091,3.909090909,2.727272727,0.454545455,3.090909091,Haptic,Haptic,3.909090909,3.8,22.89156626
55,Ideophone,Reduplicated,Ideophonic,36,funyafunya,2.2,3.1,3.6,0.8,0.6,2.2,Haptic,Haptic,3.6,3.833333333,24
54,Ideophone,Reduplicated,Ideophonic,87,shakishaki,3.545454545,3.090909091,3.818181818,2.909090909,1.090909091,2.454545455,Haptic,Haptic,3.818181818,3.85,16.12903226
493,Ideophone,Ri-suffixed,Ideophonic,51,karari,2.4,2.6,1.8,1.1,0.3,2.4,Visual,Visual,2.6,0.428571429,21.69811321
1,Ideophone,Reduplicated,Ideophonic,382,batabata,4.2,4,3,0.5,0.5,3.7,Auditory,Auditory,4.2,NA,23.27044025
3,Ideophone,Q-suffixed,Ideophonic,1687,saQ,4.3,3.9,3.6,0.3,0.6,3.2,Auditory,Auditory,4.3,NA,25.1572327
209,Ideophone,CVCCVri,Ideophonic,1259,bikkuri,4.090909091,4.090909091,3.181818182,2,1.636363636,3.818181818,"Auditory, Visual",NA,4.090909091,NA,13.04347826
241,Ideophone,Q-suffixed,Ideophonic,2,kichiQ,1.8,3.4,1.7,0.8,0.9,2.4,Visual,Visual,3.4,NA,23.63636364
242,Ideophone,Reduplicated,Ideophonic,789,kirakira,3.2,4.7,1,0.6,0.6,1.3,Visual,Visual,4.7,NA,35.96491228
4,Ideophone,Q-suffixed,Ideophonic,638,suQ,3.5,3.2,2.7,1.3,1.7,3.2,Auditory,Auditory,3.5,NA,14.1025641
49,Ideophone,Reduplicated,Ideophonic,414,fuwafuwa,1.1,3.4,4.2,1.1,0.8,3.2,Haptic,Haptic,4.2,NA,24.63768116
50,Ideophone,Q-suffixed,Ideophonic,482,gyuQ,2.272727273,3.272727273,4.636363636,0.454545455,0.727272727,3.818181818,Haptic,Haptic,4.636363636,NA,27.54491017
86,Ideophone,Reduplicated,Ideophonic,437,daradara,2.090909091,3.545454545,3.090909091,0.636363636,0.636363636,3.636363636,Interoceptive,Interoceptive,3.636363636,NA,22
97,Ideophone,CVCCVri,Ideophonic,1630,nonbiri,3.181818182,3.818181818,2.272727273,0.818181818,1.272727273,4.181818182,Interoceptive,Interoceptive,4.181818182,NA,21.6374269
104,Ideophone,CVCCVri,Ideophonic,1006,yuttari,3.454545455,3.363636364,1.727272727,0.727272727,1.181818182,4.363636364,Interoceptive,Interoceptive,4.363636364,NA,24.5398773
243,Ideophone,CVCCVri,Ideophonic,812,kitchiri,0.9,2.9,1.3,0.4,0.6,2.5,Visual,Visual,2.9,NA,29.06976744
259,Ideophone,Ri-suffixed,Ideophonic,53,korori,2.2,3.8,2.6,0.6,0.1,2.5,Visual,Visual,3.8,3.714285714,31.3559322
244,Ideophone,CVCCVri,Ideophonic,970,kossori,3.2,3.3,1.9,1,0.8,2.7,Visual,Visual,3.3,NA,19.37984496
37,Ideophone,CVCCVri,Ideophonic,1421,sappari,1.1,2,2.4,3.3,1.2,3,Gustatory,Gustatory,3.3,NA,16.92307692
51,Ideophone,CVCCVri,Ideophonic,73,pittari,1.2,3.2,3.5,0.8,0.6,1.9,Haptic,Haptic,3.5,NA,25.89285714
53,Ideophone,CVCCVri,Ideophonic,497,shittori,1.909090909,3.545454545,4.636363636,2.272727273,1.272727273,2.727272727,Haptic,Haptic,4.636363636,NA,20.55555555
85,Ideophone,CVCCVri,Ideophonic,1206,bonyari,1.7,3,1.1,1.6,1,3,Interoceptive,Interoceptive,3,NA,17.54385965
87,Ideophone,Reduplicated,Ideophonic,438,dokidoki,3.3,2.1,2.3,0.7,1.2,3.9,Interoceptive,Interoceptive,3.9,NA,23.7037037
90,Ideophone,Reduplicated,Ideophonic,1251,girigiri,1.916666667,3,1.833333333,0.583333333,0.75,4,Interoceptive,Interoceptive,4,NA,28.27586207
92,Ideophone,Reduplicated,Ideophonic,723,guruguru,1.666666667,4,1.583333333,0.666666667,0.416666667,4.083333333,Interoceptive,Interoceptive,4.083333333,NA,29.53020134
94,Ideophone,Q-suffixed,Ideophonic,2147,hoQ,3.6,2.7,1.8,1.4,0.7,4.6,Interoceptive,Interoceptive,4.6,NA,26.35135135
95,Ideophone,Reduplicated,Ideophonic,558,iraira,2.3,3,0.9,0.5,1.3,4.3,Interoceptive,Interoceptive,4.3,NA,30.89430894
102,Ideophone,CVCCVri,Ideophonic,354,uttori,2.769230769,3.384615385,1.846153846,2.230769231,2.076923077,3.692307692,Interoceptive,Interoceptive,3.692307692,NA,11.53846154
103,Ideophone,Reduplicated,Ideophonic,526,wakuwaku,2.666666667,3.666666667,1.666666667,1.5,1.5,3.833333333,Interoceptive,Interoceptive,3.833333333,NA,15.73033708
245,Ideophone,CVCCVri,Ideophonic,473,kukkiri,3,4.7,2.4,1.6,1.8,3.3,Visual,Visual,4.7,NA,18.45238095
246,Ideophone,Reduplicated,Ideophonic,531,kurukuru,1.8,3.8,2.3,0.2,0.1,2.8,Visual,Visual,3.8,NA,33.63636364
261,Ideophone,N-suffixed,Ideophonic,218,kyoton,1,3.181818182,0.363636364,0,0.454545455,3.181818182,Visual,Visual,3.181818182,3.444444444,38.88888889
247,Ideophone,Reduplicated,Ideophonic,799,mechakucha,3.454545455,4.181818182,2.363636364,1.545454545,1.727272727,2.363636364,Visual,Visual,4.181818182,NA,16.86046512
248,Ideophone,CVCCVri,Ideophonic,825,nikkori,1.1,4.8,0.3,0.1,0,1.9,Visual,Visual,4.8,NA,58.53658537
36,Ideophone,CVCCVri,Ideophonic,1202,assari,1.363636364,1.636363636,1.181818182,4,1.454545455,2.272727273,Gustatory,Gustatory,4,NA,23.66412213
52,Ideophone,Reduplicated,Ideophonic,516,sarasara,2.230769231,2.923076923,4.076923077,0.923076923,0.615384615,2.769230769,Haptic,Haptic,4.076923077,NA,25.56818182
88,Ideophone,Reduplicated,Ideophonic,408,furafura,0.818181818,2.818181818,1.181818182,0,0.454545455,3.454545455,Interoceptive,Interoceptive,3.454545455,NA,39.58333334
99,Ideophone,CVCCVri,Ideophonic,969,sukkiri,2,2.846153846,1.692307692,2.692307692,2.153846154,3.692307692,Interoceptive,Interoceptive,3.692307692,NA,13.26530612
100,Ideophone,CVCCVri,Ideophonic,629,ukkari,0.846153846,1.384615385,0.923076923,0.615384615,0.615384615,3,Interoceptive,Interoceptive,3,NA,32.29166667
101,Ideophone,CVCCVri,Ideophonic,672,unzari,2.909090909,2.818181818,0.909090909,1.272727273,0.636363636,3.454545455,Interoceptive,Interoceptive,3.454545455,NA,23.48484849
249,Ideophone,Reduplicated,Ideophonic,431,nikoniko,3.4,4.4,2.4,1.7,1.2,4.1,Visual,Visual,4.4,NA,18.60465116
469,Ideophone,Ri-suffixed,Ideophonic,25,nosori,1.2,2.5,1,0.1,0.2,2.1,Visual,Visual,2.5,0.9,33.8028169
250,Ideophone,Q-suffixed,Ideophonic,18,paQ,3.727272727,4.272727273,2.181818182,1.363636364,1,2.545454545,Visual,Visual,4.272727273,NA,21.68674699
342,Ideophone,Ri-suffixed,Ideophonic,32,parari,2.6,2.9,2.2,1.1,0.3,1.4,Visual,Visual,2.9,2.153846154,24.76190476
454,Ideophone,Ri-suffixed,Ideophonic,12,pikari,2,4.727272727,0.636363636,0.181818182,0.272727273,1.727272727,Visual,Visual,4.727272727,1.090909091,47.61904762
251,Ideophone,Ri-suffixed,Ideophonic,464,pitari,1.153846154,3.230769231,2.461538462,0.692307692,0.769230769,2.538461538,Visual,Visual,3.230769231,NA,23.40425532
